,_unit_id,person,race_ethnicity,sexual_orientation,year_of_award,movie,award,birthplace,date_of_birth,Movie Rating,imdbIDs,Movie Length (min),IMDB Rating
324,670454451,Robert Donat,White,Straight,1940,Goodbye Mr. Chips,Best Actor,"Withington, Manchester, England",18-Mar-05,Unrated,tt0031385,114 min,7.9
325,670454452,Jimmy Stewart,White,Straight,1941,The Philadelphia Story,Best Actor,"Indiana, Pa",20-May-08,Not Rated,tt0032904,112 min,7.9
326,670454453,Gary Cooper,White,Straight,1942,Sergeant York,Best Actor,"Helena, Mt",7-May-1901,Passed,tt0034167,134 min,7.7
327,670454454,James Cagney,White,Straight,1943,Yankee Doodle Dandy,Best Actor,"Manhattan, Ny",17-Jul-1899,Passed,tt0035575,126 min,7.7
328,670454455,Paul Lukas,White,Straight,1944,Watch on the Rhine,Best Actor,"Budapest, Hungary",26-May-1887,Approved,tt0036515,114 min,7.3
329,670454459,Ronald Colman,White,Straight,1948,A Double Life,Best Actor,"Richmond, Surrey, England",9-Feb-1891,Approved,tt0039335,104 min,7.0
330,670454460,Laurence Olivier,White,Bisexual,1949,Hamlet,Best Actor,"Dorking, Surrey, England",22-May-07,PG-13,tt0116477,242 min,7.7
331,670454461,Broderick Crawford,White,Straight,1950,All The King's Men,Best Actor,"Philadelphia, Pa",9-Dec-11,PG-13,tt0405676,128 min,6.2
332,670454462,Jose Ferrer,Hispanic,Straight,1951,Cyrano de Bergerac,Best Actor,"Santurce, Puerto Rico",8-Jan-09,PG,tt0099334,137 min,7.5
333,670454463,Humphrey Bogart,White,Straight,1952,The Africa Queen,Best Actor,New York City,25-Dec-1899,,,,
334,670454464,Gary Cooper,White,Straight,1953,High Noon,Best Actor,"Helena, Mt",7-May-1901,PG,tt0044706,85 min,7.9
335,670454464,Gary Cooper,White,Straight,1953,High Noon,Best Actor,"Helena, Mt",7-May-1901,PG,tt0044706,85 min,7.9
336,670944835,Gary Cooper,White,Straight,1953,High Noon,Best Actor,"Helena, Mt",7-May-1901,PG,tt0044706,85 min,7.9
337,670944835,Gary Cooper,White,Straight,1953,High Noon,Best Actor,"Helena, Mt",7-May-1901,PG,tt0044706,85 min,7.9
338,670454465,William Holden,White,Straight,1954,Stalag 17,Best Actor,"O'fallon, Il",17-Apr-18,Not Rated,tt0046359,120 min,8.0
339,670454468,Yul Brynner,White,Straight,1957,The King and I,Best Actor,"Vladivostok, Russia",11-Jul-20,G,tt0049408,133 min,7.4
340,670454470,David Niven,White,Straight,1959,Separate Tables,Best Actor,"London, England",1-Mar-09,Approved,tt0052182,100 min,7.4
341,670454470,David Niven,White,Straight,1959,Separate Tables,Best Actor,"London, England",1-Mar-09,Approved,tt0052182,100 min,7.4
342,670454713,Wendy Hiller,White,Straight,1959,Separate Tables,Best Supporting Actress,"Bramhall, Cheshire, England",15-Aug-12,Approved,tt0052182,100 min,7.4
343,670454713,Wendy Hiller,White,Straight,1959,Separate Tables,Best Supporting Actress,"Bramhall, Cheshire, England",15-Aug-12,Approved,tt0052182,100 min,7.4
344,670454471,Charlton Heston,White,Straight,1960,Ben-hur,Best Actor,"Evanston, Il",4-Oct-23,G,tt0052618,212 min,8.1
345,670454472,Burt Lancaster,White,Straight,1961,Elmer Gantry,Best Actor,New York City,2-Nov-13,Approved,tt0053793,146 min,7.8
346,670454472,Burt Lancaster,White,Straight,1961,Elmer Gantry,Best Actor,New York City,2-Nov-13,Approved,tt0053793,146 min,7.8
347,670454715,Shirley Jones,White,Straight,1961,Elmer Gantry,Best Supporting Actress,"Charleroi, Pa",31-Mar-34,Approved,tt0053793,146 min,7.8
348,670454715,Shirley Jones,White,Straight,1961,Elmer Gantry,Best Supporting Actress,"Charleroi, Pa",31-Mar-34,Approved,tt0053793,146 min,7.8
349,670454473,Maximilian Schell,White,Straight,1962,Judgement at Nuremberg,Best Actor,"Vienna, Austria",8-Dec-30,,,,
350,670454474,Gregory Peck,White,Straight,1963,To Kill a Mockingbird,Best Actor,"La Jolla, Ca",5-Apr-16,Approved,tt0056592,129 min,8.2
351,670454475,Sidney Poitier,Black,Straight,1964,Lilies of the Field,Best Actor,"Miami, Fl",20-Feb-27,Unrated,tt0057251,94 min,7.6
352,670454477,Lee Marvin,White,Straight,1966,Cat Ballou,Best Actor,New York City,19-Feb-24,Not Rated,tt0059017,97 min,6.8
353,670454478,Paul Scofield,White,Straight,1967,A Man For All Seasons,Best Actor,"Hurstpierpoint, West Sussex, England",21-Jan-22,G,tt0060665,120 min,7.7
354,670454479,Rod Steiger,White,Straight,1968,In the Heat of the Night,Best Actor,"Westhampton, Ny",14-Apr-25,Approved,tt0061811,110 min,7.9
355,670454480,Cliff Robertson,White,Straight,1969,Charly,Best Actor,"La Jolla, Ca",9-Sep-23,M,tt0062794,103 min,7.0
356,670454481,John Wayne,White,Straight,1970,True Grit,Best Actor,"Winterset, Ia",26-May-07,PG-13,tt1403865,110 min,7.6
357,670454484,Marlon Brando,White,Bisexual,1973,The Godfather,Best Actor,"Omaha, Ne",3-Apr-24,R,tt0068646,175 min,9.2
358,670454485,Jack Lemmon,White,Straight,1974,Save the Tiger,Best Actor,"Newton, Ma",8-Feb-25,R,tt0070640,100 min,6.9
359,670454486,Art Carney,White,Straight,1975,Harry and Tonto,Best Actor,"Mount Vernon, Ny",4-Nov-18,R,tt0071598,115 min,7.4
360,670454487,Jack Nicholson,White,Straight,1976,One Flew Over the Cuckoo's Nest,Best Actor,New York City,22-Apr-37,R,tt0073486,133 min,8.7
361,670454487,Jack Nicholson,White,Straight,1976,One Flew Over the Cuckoo's Nest,Best Actor,New York City,22-Apr-37,R,tt0073486,133 min,8.7
362,670454652,Louise Fletcher,White,Straight,1976,One Flew Over the Cuckoo's Nest,Best Actress,"Birmingham, Al",22-Jul-34,R,tt0073486,133 min,8.7
363,670454652,Louise Fletcher,White,Straight,1976,One Flew Over the Cuckoo's Nest,Best Actress,"Birmingham, Al",22-Jul-34,R,tt0073486,133 min,8.7
364,670454488,Peter Finch,White,Straight,1977,Network,Best Actor,"South Kensington, London, England",28-Sep-16,R,tt0074958,121 min,8.1
365,670454488,Peter Finch,White,Straight,1977,Network,Best Actor,"South Kensington, London, England",28-Sep-16,R,tt0074958,121 min,8.1
366,670454488,Peter Finch,White,Straight,1977,Network,Best Actor,"South Kensington, London, England",28-Sep-16,R,tt0074958,121 min,8.1
367,670454488,Peter Finch,White,Straight,1977,Network,Best Actor,"South Kensington, London, England",28-Sep-16,R,tt0074958,121 min,8.1
368,670454653,Faye Dunaway,White,Straight,1977,Network,Best Actress,"Bascom, Fl",14-Jan-41,R,tt0074958,121 min,8.1
369,670454653,Faye Dunaway,White,Straight,1977,Network,Best Actress,"Bascom, Fl",14-Jan-41,R,tt0074958,121 min,8.1
370,670454653,Faye Dunaway,White,Straight,1977,Network,Best Actress,"Bascom, Fl",14-Jan-41,R,tt0074958,121 min,8.1
371,670454653,Faye Dunaway,White,Straight,1977,Network,Best Actress,"Bascom, Fl",14-Jan-41,R,tt0074958,121 min,8.1
372,670454731,Beatrice Straight,White,Straight,1977,Network,Best Supporting Actress,"Old Westbury, Ny",2-Aug-14,R,tt0074958,121 min,8.1
373,670454731,Beatrice Straight,White,Straight,1977,Network,Best Supporting Actress,"Old Westbury, Ny",2-Aug-14,R,tt0074958,121 min,8.1
374,670454731,Beatrice Straight,White,Straight,1977,Network,Best Supporting Actress,"Old Westbury, Ny",2-Aug-14,R,tt0074958,121 min,8.1
375,670454731,Beatrice Straight,White,Straight,1977,Network,Best Supporting Actress,"Old Westbury, Ny",2-Aug-14,R,tt0074958,121 min,8.1
376,670944674,Faye Dunaway,White,Straight,1977,Network,Best Actress,"Bascom, Fl",14-Jan-41,R,tt0074958,121 min,8.1
377,670944674,Faye Dunaway,White,Straight,1977,Network,Best Actress,"Bascom, Fl",14-Jan-41,R,tt0074958,121 min,8.1
378,670944674,Faye Dunaway,White,Straight,1977,Network,Best Actress,"Bascom, Fl",14-Jan-41,R,tt0074958,121 min,8.1
379,670944674,Faye Dunaway,White,Straight,1977,Network,Best Actress,"Bascom, Fl",14-Jan-41,R,tt0074958,121 min,8.1
380,670454489,Richard Dreyfuss,White,Straight,1978,The Goodbye Girl,Best Actor,"Brooklyn, Ny",29-Oct-47,PG,tt0076095,111 min,7.4
381,670454490,Jon Voight,White,Straight,1979,Coming Home,Best Actor,"Yonkers, Ny",29-Dec-38,R,tt0077362,127 min,7.3
382,670454490,Jon Voight,White,Straight,1979,Coming Home,Best Actor,"Yonkers, Ny",29-Dec-38,R,tt0077362,127 min,7.3
383,670454655,Jane Fonda,White,Straight,1979,Coming Home,Best Actress,New York City,21-Dec-37,R,tt0077362,127 min,7.3
384,670454655,Jane Fonda,White,Straight,1979,Coming Home,Best Actress,New York City,21-Dec-37,R,tt0077362,127 min,7.3
385,670454492,Robert De Niro,White,Straight,1981,Raging Bull,Best Actor,New York City,17-Aug-43,R,tt0081398,129 min,8.2
386,670454493,Henry Fonda,White,Straight,1982,On Golden Pond,Best Actor,"Grand Island, Ne",16-May-05,PG,tt0082846,109 min,7.6
387,670454493,Henry Fonda,White,Straight,1982,On Golden Pond,Best Actor,"Grand Island, Ne",16-May-05,PG,tt0082846,109 min,7.6
388,670454658,Katharine Hepburn,White,Bisexual,1982,On Golden Pond,Best Actress,"Hartford, Ct",12-May-07,PG,tt0082846,109 min,7.6
389,670454658,Katharine Hepburn,White,Bisexual,1982,On Golden Pond,Best Actress,"Hartford, Ct",12-May-07,PG,tt0082846,109 min,7.6
390,670454495,Robert Duvall,White,Straight,1984,Tender Mercies,Best Actor,"San Diego, Ca",5-Jan-31,PG,tt0086423,92 min,7.4
391,670454497,William Hurt,White,Straight,1986,Kiss of the Spider Woman,Best Actor,"Washington, Dc",20-Mar-50,R,tt0089424,120 min,7.4
392,670454498,Paul Newman,White,Straight,1987,The Color of Money,Best Actor,"Shaker Heights, Oh",26-Jan-25,R,tt0090863,119 min,7.0
393,670454499,Michael Douglas,White,Straight,1988,Wall Street,Best Actor,"New Brunswick, Nj",25-Sep-44,R,tt0094291,126 min,7.4
394,670454500,Dustin Hoffman,White,Straight,1989,Rainman,Best Actor,"Los Angeles, Ca",8-Aug-37,N/A,tt1806998,30 min,N/A
395,670454501,Daniel Day-Lewis,White,Straight,1990,My Left Foot,Best Actor,"London, England",29-Apr-57,R,tt0097937,103 min,7.9
396,670454501,Daniel Day-Lewis,White,Straight,1990,My Left Foot,Best Actor,"London, England",29-Apr-57,R,tt0097937,103 min,7.9
397,670454744,Brenda Fricker,White,Straight,1990,My Left Foot,Best Supporting Actress,"Dublin, Ireland",17-Feb-45,R,tt0097937,103 min,7.9
398,670454744,Brenda Fricker,White,Straight,1990,My Left Foot,Best Supporting Actress,"Dublin, Ireland",17-Feb-45,R,tt0097937,103 min,7.9
399,670454502,Jeremy Irons,White,Straight,1991,Reversal of Fortune,Best Actor,"Cowes, Isle of Wight, England",19-Sep-48,R,tt0100486,111 min,7.2
400,670454503,Anthony Hopkins,White,Straight,1992,Silence of the Lambs,Best Actor,"Port Talbot, Wales",31-Dec-37,N/A,tt2665218,N/A,7.9
401,670454504,Al Pacino,White,Straight,1993,Scent of a Woman,Best Actor,"East Harlem, New York City",25-Apr-40,R,tt0105323,156 min,8.0
402,670454505,Tom Hanks,White,Straight,1994,Philadelphia,Best Actor,"Concord, Ca",9-Jul-56,PG-13,tt0107818,125 min,7.7
403,670454505,Tom Hanks,White,Straight,1994,Philadelphia,Best Actor,"Concord, Ca",9-Jul-56,PG-13,tt0107818,125 min,7.7
404,670944094,Tom Hanks,White,Straight,1994,Philadelphia,Best Actor,"Concord, Ca",9-Jul-56,PG-13,tt0107818,125 min,7.7
405,670944094,Tom Hanks,White,Straight,1994,Philadelphia,Best Actor,"Concord, Ca",9-Jul-56,PG-13,tt0107818,125 min,7.7
406,670454507,Nicolas Cage,White,Straight,1996,Leaving Las Vegas,Best Actor,"Long Beach, Ca",7-Jan-64,R,tt0113627,111 min,7.5
407,670454508,Geoffrey Rush,White,Straight,1997,Shine,Best Actor,"Toowoomba, Queensland, Australia",6-Jul-51,PG-13,tt0117631,105 min,7.7
408,670454509,Jack Nicholson,White,Straight,1997,As Good as It Gets,Best Actor,New York City,22-Apr-37,PG-13,tt0119822,139 min,7.7
409,670454510,Roberto Benigni,White,Straight,1999,Life is Beautiful,Best Actor,"Misericordia, Arezzo, Tuscany, Italy",27-Oct-52,PG-13,tt0118799,116 min,8.6
410,670454512,Russell Crowe,White,Straight,2001,Gladiator,Best Actor,"Wellington, New Zealand",7-Apr-64,R,tt0172495,155 min,8.5
411,670454513,Denzel Washington,Black,Straight,2002,Training Day,Best Actor,"Mount Vernon, Ny",28-Dec-54,R,tt0139654,122 min,7.7
412,670454515,Sean Penn,White,Straight,2003,Mystic River,Best Actor,"Burbank, Ca",17-Aug-60,R,tt0327056,138 min,7.9
413,670454515,Sean Penn,White,Straight,2003,Mystic River,Best Actor,"Burbank, Ca",17-Aug-60,R,tt0327056,138 min,7.9
414,670454593,Tim Robbins,White,Straight,2004,Mystic River,Best Supporting Actor,"West Covina, Ca",16-Oct-58,R,tt0327056,138 min,7.9
415,670454593,Tim Robbins,White,Straight,2004,Mystic River,Best Supporting Actor,"West Covina, Ca",16-Oct-58,R,tt0327056,138 min,7.9
416,670454516,Jamie Foxx,Black,Straight,2005,Ray,Best Actor,"Terrell, Tx",13-Dec-67,PG-13,tt0350258,152 min,7.7
417,670454517,Philip Seymour Hoffman,White,Straight,2006,Capote,Best Actor,"Fairport, Ny",23-Jul-67,R,tt0379725,114 min,7.3
418,670454518,Forest Whitaker,Black,Straight,2007,The Last King of Scotland,Best Actor,"Longview, Tx",15-Jul-61,R,tt0455590,123 min,7.7
419,670454519,Daniel Day-Lewis,White,Straight,2008,There Will Be Blood,Best Actor,"London, England",29-Apr-57,R,tt0469494,158 min,8.2
420,670454520,Sean Penn,White,Straight,2009,Milk,Best Actor,"Burbank, Ca",17-Aug-60,R,tt1013753,128 min,7.5
421,670454521,Jeff Bridges,White,Straight,2010,Crazy Heart,Best Actor,"Los Angeles, Ca",4-Dec-49,R,tt1263670,112 min,7.2
422,670454524,Daniel Day-Lewis,White,Straight,2013,Lincoln,Best Actor,"London, England",29-Apr-57,PG-13,tt0443272,150 min,7.3
423,670454525,Matthew McConaughey,White,Straight,2014,Dallas Buyers Club,Best Actor,"Uvalde, Tx",4-Nov-69,R,tt0790636,117 min,8.0
424,670454525,Matthew McConaughey,White,Straight,2014,Dallas Buyers Club,Best Actor,"Uvalde, Tx",4-Nov-69,R,tt0790636,117 min,8.0
425,670454603,Jared Leto,White,Straight,2014,Dallas Buyers Club,Best Supporting Actor,"Bossier City, La",26-Dec-71,R,tt0790636,117 min,8.0
426,670454603,Jared Leto,White,Straight,2014,Dallas Buyers Club,Best Supporting Actor,"Bossier City, La",26-Dec-71,R,tt0790636,117 min,8.0
427,670454526,Walter Brennan,White,Straight,1938,Come and Get It,Best Supporting Actor,"Swampscott, Ma",25-Jul-1894,Passed,tt0027459,99 min,6.9
428,670454527,Joseph Schildkraut,White,Straight,1938,The Life of Emile Zola,Best Supporting Actor,"Vienna, Austria",22-Mar-1896,Passed,tt0029146,116 min,7.2
429,670454528,Walter Brennan,White,Straight,1939,Kentucky,Best Supporting Actor,"Swampscott, Ma",25-Jul-1894,Passed,tt0030317,96 min,6.3
430,670454529,Thomas Mitchell,White,Straight,1940,Stagecoach,Best Supporting Actor,"Elizabeth, Nj",11-Jul-1892,Passed,tt0031971,96 min,7.8
431,670454530,Walter Brennan,White,Straight,1941,The Westerner,Best Supporting Actor,"Swampscott, Ma",25-Jul-1894,Approved,tt0033253,100 min,7.3
432,670454532,Van Heflin,White,Straight,1943,Johnny Eager,Best Supporting Actor,"Walters, Ok",13-Dec-10,Passed,tt0033774,107 min,7.1
433,670454532,Van Heflin,White,Straight,1943,Johnny Eager,Best Supporting Actor,"Walters, Ok",13-Dec-10,Passed,tt0033774,107 min,7.1
434,670944755,Van Heflin,White,Straight,1943,Johnny Eager,Best Supporting Actor,"Walters, Ok",13-Dec-10,Passed,tt0033774,107 min,7.1
435,670944755,Van Heflin,White,Straight,1943,Johnny Eager,Best Supporting Actor,"Walters, Ok",13-Dec-10,Passed,tt0033774,107 min,7.1
436,670454533,Charles Coburn,White,Straight,1944,The More the Merrier,Best Supporting Actor,"Savannah, Ga",17-Jun-1877,Passed,tt0036172,104 min,7.7
437,670454535,James Dunn,White,Straight,1946,A Tree Grows in Brooklyn,Best Supporting Actor,New York City,2-Nov-1901,PG,tt0038190,129 min,8.0
438,670454537,Edmund Gwenn,White,Na,1948,Miracle on 34th Street,Best Supporting Actor,"Vale of Glamorgan, Wales",26-Sep-1875,Not Rated,tt0039628,96 min,7.9
439,670454539,Dean Jagger,White,Straight,1950,Twelve O'Clock High,Best Supporting Actor,"Lima, Oh",7-Nov-1903,Not Rated,tt0041996,132 min,7.7
440,670454541,Karl Malden,White,Straight,1952,A Streetcar Named Desire,Best Supporting Actor,"Chicago, Il",22-Mar-12,PG,tt0044081,122 min,8.0
441,670454541,Karl Malden,White,Straight,1952,A Streetcar Named Desire,Best Supporting Actor,"Chicago, Il",22-Mar-12,PG,tt0044081,122 min,8.0
442,670454541,Karl Malden,White,Straight,1952,A Streetcar Named Desire,Best Supporting Actor,"Chicago, Il",22-Mar-12,PG,tt0044081,122 min,8.0
443,670454627,Vivien Leigh,White,Straight,1952,A Streetcar Named Desire,Best Actress,"Darjeeling, India",5-Nov-13,PG,tt0044081,122 min,8.0
444,670454627,Vivien Leigh,White,Straight,1952,A Streetcar Named Desire,Best Actress,"Darjeeling, India",5-Nov-13,PG,tt0044081,122 min,8.0
445,670454627,Vivien Leigh,White,Straight,1952,A Streetcar Named Desire,Best Actress,"Darjeeling, India",5-Nov-13,PG,tt0044081,122 min,8.0
446,670454706,Kim Hunter,White,Straight,1952,A Streetcar Named Desire,Best Supporting Actress,"Detroit, Mi",12-Nov-22,PG,tt0044081,122 min,8.0
447,670454706,Kim Hunter,White,Straight,1952,A Streetcar Named Desire,Best Supporting Actress,"Detroit, Mi",12-Nov-22,PG,tt0044081,122 min,8.0
448,670454706,Kim Hunter,White,Straight,1952,A Streetcar Named Desire,Best Supporting Actress,"Detroit, Mi",12-Nov-22,PG,tt0044081,122 min,8.0
449,670454542,Anthony Quinn,Hispanic,Straight,1953,Viva Zapata!,Best Supporting Actor,"Chihuahua, Mexico",21-Apr-15,Approved,tt0045296,113 min,7.4
450,670454544,Edmond O'Brien,White,Straight,1955,The Barefoot Contessa,Best Supporting Actor,New York City,10-Sep-15,Not Rated,tt0046754,128 min,7.0
451,670454545,Jack Lemmon,White,Straight,1956,Mister Roberts,Best Supporting Actor,"Newton, Ma",8-Feb-25,Not Rated,tt0048380,123 min,7.7
452,670454546,Anthony Quinn,Hispanic,Straight,1957,Lust for Life,Best Supporting Actor,"Chihuahua, Mexico",21-Apr-15,Approved,tt0049456,122 min,7.4
453,670454547,Red Buttons,White,Straight,1958,Sayonara,Best Supporting Actor,New York City,5-Feb-19,Not Rated,tt0050933,147 min,7.1
454,670454547,Red Buttons,White,Straight,1958,Sayonara,Best Supporting Actor,New York City,5-Feb-19,Not Rated,tt0050933,147 min,7.1
455,670454712,Miyoshi Umeki,Asian,Straight,1958,Sayonara,Best Supporting Actress,"Otaro, Hokkaido, Japan",3-Apr-29,Not Rated,tt0050933,147 min,7.1
456,670454712,Miyoshi Umeki,Asian,Straight,1958,Sayonara,Best Supporting Actress,"Otaro, Hokkaido, Japan",3-Apr-29,Not Rated,tt0050933,147 min,7.1
457,670454548,Burl Ives,White,Straight,1959,The Big Country,Best Supporting Actor,"Hunt City, Il",14-Jun-09,Passed,tt0051411,166 min,7.9
458,670454550,Peter Ustinov,White,Straight,1961,Spartacus,Best Supporting Actor,"London, England",16-Apr-21,TV-MA,tt1442449,55 min,8.5
459,670454552,"Ed Begley, Sr.",White,Straight,1963,Sweet Bird of Youth,Best Supporting Actor,"Hartford, Ct",25-Mar-1901,Approved,tt0056541,120 min,7.3
460,670454553,Melvyn Douglas,White,Straight,1964,Hud,Best Supporting Actor,"Macon, Ga",5-Apr-1901,Not Rated,tt0057163,112 min,7.8
461,670454553,Melvyn Douglas,White,Straight,1964,Hud,Best Supporting Actor,"Macon, Ga",5-Apr-1901,Not Rated,tt0057163,112 min,7.8
462,670454639,Patricia Neal,White,Straight,1964,Hud,Best Actress,"Packard, Ky",20-Jan-26,Not Rated,tt0057163,112 min,7.8
463,670454639,Patricia Neal,White,Straight,1964,Hud,Best Actress,"Packard, Ky",20-Jan-26,Not Rated,tt0057163,112 min,7.8
464,670454554,Peter Ustinov,White,Straight,1965,Topkapi,Best Supporting Actor,"London, England",16-Apr-21,Unrated,tt0058672,120 min,7.0
465,670454555,Martin Balsam,White,Straight,1966,A Thousand Clowns,Best Supporting Actor,"Bronx, Ny",4-Nov-19,Unrated,tt0059798,118 min,7.4
466,670454556,Walter Matthau,White,Straight,1967,The Fortune Cookie,Best Supporting Actor,New York City,1-Oct-20,Approved,tt0060424,125 min,7.3
467,670454557,George Kennedy,White,Straight,1968,Cool Hand Luke,Best Supporting Actor,New York City,18-Feb-25,GP,tt0061512,127 min,8.1
468,670454558,Jack Albertson,White,Na,1969,The Subject Was Roses,Best Supporting Actor,"Malden, Ma",16-Jun-07,G,tt0063654,107 min,7.1
469,670454558,Jack Albertson,White,Na,1969,The Subject Was Roses,Best Supporting Actor,"Malden, Ma",16-Jun-07,G,tt0063654,107 min,7.1
470,670945790,Jack Albertson,White,Na,1969,The Subject Was Roses,Best Supporting Actor,"Malden, Ma",16-Jun-07,G,tt0063654,107 min,7.1
471,670945790,Jack Albertson,White,Na,1969,The Subject Was Roses,Best Supporting Actor,"Malden, Ma",16-Jun-07,G,tt0063654,107 min,7.1
472,670454559,Gig Young,White,Straight,1970,"They Shoot Horses, Don't They?",Best Supporting Actor,"St. Cloud, Mn",4-Nov-13,M,tt0065088,129 min,7.9
473,670454560,John Mills,White,Straight,1971,Ryan's Daughter,Best Supporting Actor,"Felixstowe, Suffolk, England",22-Feb-08,R,tt0066319,206 min,7.4
474,670454561,Ben Johnson,White,Straight,1972,The Last Picture Show,Best Supporting Actor,"Shidler, Ok",13-Jun-18,R,tt0067328,118 min,8.0
475,670454561,Ben Johnson,White,Straight,1972,The Last Picture Show,Best Supporting Actor,"Shidler, Ok",13-Jun-18,R,tt0067328,118 min,8.0
476,670454726,Cloris Leachman,White,Straight,1972,The Last Picture Show,Best Supporting Actress,"Des Moines, Ia",30-Apr-26,R,tt0067328,118 min,8.0
477,670454726,Cloris Leachman,White,Straight,1972,The Last Picture Show,Best Supporting Actress,"Des Moines, Ia",30-Apr-26,R,tt0067328,118 min,8.0
478,670454563,John Houseman,White,Straight,1974,The Paper Chase,Best Supporting Actor,"Bucharest, Romania",22-Sep-1902,PG,tt0070509,113 min,7.2
479,670454565,George Burns,White,Straight,1976,The Sunshine Boys,Best Supporting Actor,New York City,20-Jan-1896,PG,tt0073766,111 min,7.1
480,670454566,Jason Robards,White,Straight,1977,All the President's Men,Best Supporting Actor,"Chicago, Il",26-Jul-22,PG,tt0074119,138 min,8.0
481,670454566,Jason Robards,White,Straight,1977,All the President's Men,Best Supporting Actor,"Chicago, Il",26-Jul-22,PG,tt0074119,138 min,8.0
482,670964912,Jason Robards,White,Straight,1977,All the President's Men,Best Supporting Actor,"Chicago, Il",26-Jul-22,PG,tt0074119,138 min,8.0
483,670964912,Jason Robards,White,Straight,1977,All the President's Men,Best Supporting Actor,"Chicago, Il",26-Jul-22,PG,tt0074119,138 min,8.0
484,670454567,Jason Robards,White,Straight,1978,Julia,Best Supporting Actor,"Chicago, Il",26-Jul-22,PG,tt0076245,117 min,7.2
485,670454567,Jason Robards,White,Straight,1978,Julia,Best Supporting Actor,"Chicago, Il",26-Jul-22,PG,tt0076245,117 min,7.2
486,670454732,Vanessa Redgrave,White,Straight,1978,Julia,Best Supporting Actress,"London, England",30-Jan-37,PG,tt0076245,117 min,7.2
487,670454732,Vanessa Redgrave,White,Straight,1978,Julia,Best Supporting Actress,"London, England",30-Jan-37,PG,tt0076245,117 min,7.2
488,670454569,Melvyn Douglas,White,Straight,1980,Being There,Best Supporting Actor,"Macon, Ga",5-Apr-1901,PG,tt0078841,130 min,8.0
489,670454570,Timothy Hutton,White,Straight,1981,Oridnary People,Best Supporting Actor,"Malibu, Ca",16-Aug-60,,,,
490,670454571,John Gielgud,White,Gay,1982,Arthur,Best Supporting Actor,"London, England",14-Apr-04,PG-13,tt1334512,110 min,5.7
491,670454572,"Lou Gossett, Jr.",Black,Straight,1983,An Officer and a Gentleman,Best Supporting Actor,"Brooklyn, Ny",27-May-36,R,tt0084434,124 min,7.0
492,670454574,Haing S. Ngor,Asian,Straight,1985,The Killing Fields,Best Supporting Actor,"Samrong Young, Cambodia",22-Mar-40,R,tt0087553,141 min,7.8
493,670454575,Don Ameche,White,Straight,1986,Cocoon,Best Supporting Actor,"Kenosha, Wi",31-May-04,PG-13,tt0088933,117 min,6.7
494,670454576,Michael Caine,White,Straight,1987,Hannah and Her Sisters,Best Supporting Actor,"Bermondsey, England",14-Mar-33,PG-13,tt0091167,107 min,7.9
495,670454576,Michael Caine,White,Straight,1987,Hannah and Her Sisters,Best Supporting Actor,"Bermondsey, England",14-Mar-33,PG-13,tt0091167,107 min,7.9
496,670454741,Dianne Wiest,White,Straight,1987,Hannah and Her Sisters,Best Supporting Actress,"Kansas City, Mo",28-Mar-48,PG-13,tt0091167,107 min,7.9
497,670454741,Dianne Wiest,White,Straight,1987,Hannah and Her Sisters,Best Supporting Actress,"Kansas City, Mo",28-Mar-48,PG-13,tt0091167,107 min,7.9
498,670454577,Sean Connery,White,Straight,1988,The Untouchables,Best Supporting Actor,"Edinburgh, Scotland",25-Aug-30,R,tt0094226,119 min,7.9
499,670454578,Kevin Kline,White,Straight,1989,A Fish Called Wanda,Best Supporting Actor,"St. Louis, Mo",24-Oct-47,R,tt0095159,108 min,7.5
500,670454579,Denzel Washington,Black,Straight,1990,Glory,Best Supporting Actor,"Mount Vernon, Ny",28-Dec-54,R,tt0097441,122 min,7.8
501,670454580,Joe Pesci,White,Straight,1991,Good Fellas,Best Supporting Actor,"Newark, Nj",9-Feb-43,N/A,tt5679188,N/A,N/A
502,670454581,Jack Palance,White,Straight,1992,City Slickers,Best Supporting Actor,"Lattimer Mines, Pa",18-Feb-19,PG-13,tt0101587,113 min,6.8
503,670454583,Tommy Lee Jones,White,Straight,1994,The Fugitive,Best Supporting Actor,"San Saba, Tx",15-Sep-46,PG-13,tt0106977,130 min,7.8
504,670454584,Martin Landau,White,Straight,1995,Ed Wood,Best Supporting Actor,"Brooklyn, Ny",20-Jun-31,R,tt0109707,127 min,7.8
505,670454585,Kevin Spacey,White,Matter of Dispute,1996,The Usual Suspects,Best Supporting Actor,"South Orange, Nj",26-Jul-59,R,tt0114814,106 min,8.5
506,670454586,"Cuba Gooding, Jr.",Black,Straight,1997,Jerry Maguire,Best Supporting Actor,"Bronx, Ny",2-Jan-68,R,tt0116695,139 min,7.3
507,670454587,Robin Williams,White,Straight,1998,Good Will Hunting,Best Supporting Actor,"Chicago, Il",21-Jul-51,R,tt0119217,126 min,8.3
508,670454588,James Coburn,White,Straight,1999,Affliction,Best Supporting Actor,"Laurel, Ne",31-Aug-28,R,tt0118564,114 min,7.0
509,670454588,James Coburn,White,Straight,1999,Affliction,Best Supporting Actor,"Laurel, Ne",31-Aug-28,R,tt0118564,114 min,7.0
510,670964956,James Coburn,White,Straight,1999,Affliction,Best Supporting Actor,"Laurel, Ne",31-Aug-28,R,tt0118564,114 min,7.0
